hgnc_symbol	ensembl_canonical_transcript	genome_nexus_canonical_transcript	uniprot_canonical_transcript	mskcc_canonical_trancript
MKS1	ENST00000393119	ENST00000393119	ENST00000393119	ENST00000393119
HTR7	ENST00000336152	ENST00000336152	ENST00000336152	ENST00000336152
FAM58CP	ENSG00000231514	ENSG00000231514	ENSG00000231514	ENSG00000231514
TRM-CAT1-1				
SNCAIP	ENST00000261368	ENST00000261368	ENST00000261368	ENST00000261368
P3H3			ENST00000290510	ENST00000290510
DYT7				
INTU	ENST00000335251	ENST00000335251	ENST00000335251	ENST00000335251
C14orf65				
TCEB1P23	ENSG00000224686	ENSG00000224686	ENSG00000224686	ENSG00000224686
OR8L1P	ENST00000570383	ENST00000570383	ENST00000570383	ENST00000570383
SYT12	ENST00000393946	ENST00000393946	ENST00000393946	ENST00000393946
DGAT1	ENST00000565657	ENST00000565657	ENST00000528718	ENST00000528718
OR52J1P	ENST00000450596	ENST00000450596	ENST00000450596	ENST00000450596
PAGE2	ENST00000374968	ENST00000374968	ENST00000374968	ENST00000374968
MIR210HG	ENST00000500447	ENST00000500447	ENST00000500447	ENST00000500447
MSK26				
CORT	ENST00000377049	ENST00000377049	ENST00000377049	ENST00000377049
SKIL	ENST00000458537	ENST00000458537	ENST00000259119	ENST00000259119
NPHP4	ENST00000378156	ENST00000378156	ENST00000378156	ENST00000378156
LINC01772				
OLA1	ENST00000284719	ENST00000284719	ENST00000284719	ENST00000284719
PDCL	ENST00000259467	ENST00000259467	ENST00000259467	ENST00000259467
MTCO3P4				
RPL21P93				
FEV	ENST00000295727	ENST00000295727	ENST00000295727	ENST00000295727
PQBP1	ENST00000594868	ENST00000594868	ENST00000218224	ENST00000218224
PSAT1P2	ENSG00000232144	ENSG00000232144	ENSG00000232144	ENSG00000232144
HIST2H2AA4	ENST00000580456	ENST00000580456	ENST00000580456	ENST00000580456
MED28P8	ENSG00000242598	ENSG00000242598	ENSG00000242598	ENSG00000242598
ZACN	ENST00000334586	ENST00000334586	ENST00000334586	ENST00000334586
OR51A10P	ENSG00000230484	ENSG00000230484	ENSG00000230484	ENSG00000230484
ZNF438	ENST00000436087	ENST00000436087	ENST00000361310	ENST00000361310
LELP1	ENSG00000203784	ENSG00000203784	ENST00000368747	ENST00000368747
TGCT1				
HARS	ENST00000504156	ENST00000504156	ENST00000504156	ENST00000504156
LINC00519	ENSG00000258955	ENSG00000258955	ENSG00000258955	ENSG00000258955
MIR4653	ENSG00000264425	ENSG00000264425	ENSG00000264425	ENSG00000264425
OR6K3	ENST00000368145	ENST00000368145	ENST00000368146	ENST00000368146
APC	ENST00000457016	ENST00000457016	ENST00000257430	ENST00000257430
CARD16	ENST00000375706	ENST00000375706	ENST00000375706	ENST00000375706
RNA5S15	ENSG00000201925	ENSG00000201925	ENSG00000201925	ENSG00000201925
VPS29	ENST00000360579	ENST00000360579	ENST00000549578	ENST00000549578
RPL21P74				
RNU7-85P	ENSG00000238884	ENSG00000238884	ENSG00000238884	ENSG00000238884
RNU6-832P	ENSG00000200189	ENSG00000200189	ENSG00000200189	ENSG00000200189
RNU7-80P	ENSG00000238778	ENSG00000238778	ENSG00000238778	ENSG00000238778
EYA1	ENST00000340726	ENST00000340726	ENST00000340726	ENST00000340726
CDKN2A-AS1				
ZSCAN16-AS1	ENST00000600652	ENST00000600652	ENST00000600652	ENST00000600652
CASP3P1	ENSG00000237033	ENSG00000237033	ENSG00000237033	ENSG00000237033
ALPK3	ENST00000258888	ENST00000258888	ENST00000258888	ENST00000258888
RPL35AP15	ENSG00000243758	ENSG00000243758	ENSG00000243758	ENSG00000243758
PMF1-BGLAP	ENST00000368276	ENST00000368276	ENST00000368276	ENST00000368276
IBD3				
HNRNPC	ENST00000320084	ENST00000320084	ENST00000420743	ENST00000420743
FTLP13	ENSG00000263725	ENSG00000263725	ENSG00000263725	ENSG00000263725
EML3	ENST00000394773	ENST00000394773	ENST00000394773	ENST00000394773
ZNF354C	ENSG00000177932	ENSG00000177932	ENST00000315475	ENST00000315475
LINC00938	ENSG00000273015	ENSG00000273015	ENSG00000273015	ENSG00000273015
TRI-TAT2-2				
RN7SL834P	ENSG00000243650	ENSG00000243650	ENSG00000243650	ENSG00000243650
PPP4R2	ENST00000356692	ENST00000356692	ENST00000356692	ENST00000356692
NICN1-AS1	ENSG00000235261	ENSG00000235261	ENSG00000235261	ENSG00000235261
TMIE	ENSG00000181585	ENSG00000181585	ENST00000326431	ENST00000326431
SEC11B				
SYT13	ENST00000020926	ENST00000020926	ENST00000020926	ENST00000020926
CCL4L2	ENST00000394465	ENST00000394465	ENST00000394465	ENST00000394465
ZFAND6	ENST00000261749	ENST00000261749	ENST00000261749	ENST00000261749
MIR7155				
APOOP3	ENSG00000255700	ENSG00000255700	ENSG00000255700	ENSG00000255700
CHRNB4	ENST00000261751	ENST00000261751	ENST00000261751	ENST00000261751
EXTL3	ENST00000220562	ENST00000220562	ENST00000220562	ENST00000220562
PRAP1	ENST00000433452	ENST00000433452	ENST00000433452	ENST00000433452
ATP5A1P7	ENSG00000241571	ENSG00000241571	ENSG00000241571	ENSG00000241571
DNMT3AP1				
DLX5	ENST00000222598	ENST00000222598	ENST00000222598	ENST00000222598
PABPC1P8	ENSG00000228755	ENSG00000228755	ENSG00000228755	ENSG00000228755
DCAF7	ENST00000415273	ENST00000415273	ENST00000431926	ENST00000431926
RTP5			ENST00000343216	ENST00000343216
FOLR1P1				
OPA6				
NRG1-IT1	ENST00000520444	ENST00000520444	ENST00000520444	ENST00000520444
RNF157-AS1	ENST00000590137	ENST00000590137	ENST00000590137	ENST00000590137
RPL9P11				
PRORY			ENST00000382764	ENST00000382764
CHCHD4P5	ENSG00000225222	ENSG00000225222	ENSG00000225222	ENSG00000225222
CTD				
REG4	ENST00000354219	ENST00000354219	ENST00000256585	ENST00000256585
RN7SKP263	ENSG00000223126	ENSG00000223126	ENSG00000223126	ENSG00000223126
HMGN2P41	ENSG00000261620	ENSG00000261620	ENSG00000261620	ENSG00000261620
LINC01880				
LINC00310	ENST00000428914	ENST00000428914	ENST00000428914	ENST00000428914
HMGB3P7	ENSG00000215399	ENSG00000215399	ENSG00000215399	ENSG00000215399
MIR331	ENSG00000199172	ENSG00000199172	ENSG00000199172	ENSG00000199172
PUAB3				
KCND3	ENST00000315987	ENST00000315987	ENST00000315987	ENST00000315987
GNG12	ENST00000370982	ENST00000370982	ENST00000370982	ENST00000370982
ANKRD26	ENST00000376087	ENST00000376087	ENST00000376087	ENST00000376087
RN7SL258P	ENSG00000240589	ENSG00000240589	ENSG00000240589	ENSG00000240589
NYAP2	ENST00000272907	ENST00000272907	ENST00000272907	ENST00000272907
MIR2861				
OR4D7P	ENSG00000254770	ENSG00000254770	ENSG00000254770	ENSG00000254770
BCAT1	ENST00000539282	ENST00000539282	ENST00000261192	ENST00000261192
TTC7A	ENST00000319190	ENST00000319190	ENST00000319190	ENST00000319190
CDH12P2	ENSG00000249230	ENSG00000249230	ENSG00000249230	ENSG00000249230
MTCO2P5				
MIR4769	ENSG00000263858	ENSG00000263858	ENSG00000263858	ENSG00000263858
TIMP3	ENSG00000100234	ENSG00000100234	ENST00000266085	ENST00000266085
CISH	ENST00000443053	ENST00000443053	ENST00000348721	ENST00000348721
CTSGL1				
ATP6V0E1	ENST00000519374	ENST00000519374	ENST00000517669	ENST00000517669
ART2BP				
C1QBPP1				
RNU6-915P	ENSG00000201813	ENSG00000201813	ENSG00000201813	ENSG00000201813
MRPS35	ENST00000081029	ENST00000081029	ENST00000081029	ENST00000081029
UTP6	ENST00000261708	ENST00000261708	ENST00000261708	ENST00000261708
EIF4EBP1P2	ENSG00000229513	ENSG00000229513	ENSG00000229513	ENSG00000229513
RNU6-1074P	ENSG00000206722	ENSG00000206722	ENSG00000206722	ENSG00000206722
GLYCAM1	ENST00000550226	ENST00000550226	ENST00000550226	ENST00000550226
FAM8A1	ENSG00000137414	ENSG00000137414	ENST00000259963	ENST00000259963
CCDC42B	ENST00000335621	ENST00000335621	ENST00000335621	ENST00000335621
SLC25A6P3	ENSG00000232846	ENSG00000232846	ENSG00000232846	ENSG00000232846
RN7SL798P	ENSG00000240905	ENSG00000240905	ENSG00000240905	ENSG00000240905
RNU7-105P	ENSG00000251919	ENSG00000251919	ENSG00000251919	ENSG00000251919
CACNB2	ENST00000324631	ENST00000324631	ENST00000324631	ENST00000324631
MIR5705	ENSG00000263981	ENSG00000263981	ENSG00000263981	ENSG00000263981
C1R	ENST00000542285	ENST00000542285	ENST00000542285	ENST00000542285
PSCA	ENST00000571412	ENST00000571412	ENST00000301258	ENST00000301258
ALG11	ENST00000521508	ENST00000521508	ENST00000521508	ENST00000521508
SP8	ENST00000418710	ENST00000418710	ENST00000361443	ENST00000361443
KLF4	ENST00000374672	ENST00000374672	ENST00000374672	ENST00000374672
TRPM3	ENST00000377110	ENST00000377110	ENST00000377110	ENST00000377110
SPANXD	ENST00000597815	ENST00000597815	ENST00000370515	ENST00000370515
GTF2IP21				
TRC-GCA15-1				
PRRC2C	ENST00000338920	ENST00000338920	ENST00000338920	ENST00000338920
ARHGEF7-IT1	ENSG00000233644	ENSG00000233644	ENSG00000233644	ENSG00000233644
TAT-AS1				
SUMO2P10	ENSG00000235424	ENSG00000235424	ENSG00000235424	ENSG00000235424
CD14	ENST00000302014	ENST00000302014	ENST00000302014	ENST00000302014
OR3A3	ENSG00000159961	ENSG00000159961	ENST00000291231	ENST00000291231
C6orf183	ENST00000453496	ENST00000453496	ENST00000453496	ENST00000453496
RPL3P9	ENSG00000240540	ENSG00000240540	ENSG00000240540	ENSG00000240540
MAP6D1	ENST00000318631	ENST00000318631	ENST00000318631	ENST00000318631
ASF1B	ENST00000263382	ENST00000263382	ENST00000263382	ENST00000263382
RNU6-868P	ENSG00000253050	ENSG00000253050	ENSG00000253050	ENSG00000253050
ATP6V0B	ENST00000472174	ENST00000472174	ENST00000472174	ENST00000472174
OR52N4	ENSG00000181074	ENSG00000181074	ENST00000317254	ENST00000317254
RNU6-209P	ENSG00000206845	ENSG00000206845	ENSG00000206845	ENSG00000206845
CDY17P	ENSG00000231375	ENSG00000231375	ENSG00000231375	ENSG00000231375
SIRPB3P	ENSG00000223750	ENSG00000223750	ENSG00000223750	ENSG00000223750
RN7SL33P	ENSG00000243049	ENSG00000243049	ENSG00000243049	ENSG00000243049
CCV				
MIR374C				
ATP5G1	ENST00000393366	ENST00000393366	ENST00000355938	ENST00000355938
RNASEH2CP1	ENSG00000237659	ENSG00000237659	ENSG00000237659	ENSG00000237659
SEPT14P8				
OR8B3	ENSG00000196661	ENSG00000196661	ENST00000354597	ENST00000354597
NOL12	ENST00000359114	ENST00000359114	ENST00000359114	ENST00000359114
RPL26P5				
FBP1	ENST00000415431	ENST00000415431	ENST00000375326	ENST00000375326
TCEB1P26	ENSG00000236599	ENSG00000236599	ENSG00000236599	ENSG00000236599
FAM8A2P	ENST00000575731	ENST00000575731	ENST00000575731	ENST00000575731
TRK-TTT10-1				
MIR8084				
TPD52	ENST00000379097	ENST00000379097	ENST00000379097	ENST00000379097
KRTAP19-7	ENSG00000244362	ENSG00000244362	ENST00000334849	ENST00000334849
CNN2P8	ENST00000569791	ENST00000569791	ENST00000569791	ENST00000569791
BPY2C	ENST00000382287	ENST00000382287	ENST00000382287	ENST00000382287
IGFN1	ENST00000335211	ENST00000335211	ENST00000295591	ENST00000295591
PRKRIRP8	ENSG00000223963	ENSG00000223963	ENSG00000223963	ENSG00000223963
CDKN2AIPNLP3	ENSG00000224351	ENSG00000224351	ENSG00000224351	ENSG00000224351
TMEM214	ENST00000238788	ENST00000238788	ENST00000238788	ENST00000238788
ATG2B	ENST00000359933	ENST00000359933	ENST00000359933	ENST00000359933
IGHV4-30-4				
PCAT7	ENSG00000231806	ENSG00000231806	ENSG00000231806	ENSG00000231806
TMEM37	ENST00000306406	ENST00000306406	ENST00000306406	ENST00000306406
MTND4LP28				
UBE3A	ENST00000397954	ENST00000397954	ENST00000397954	ENST00000397954
LENEP	ENST00000392487	ENST00000392487	ENST00000368427	ENST00000368427
RPS25P1				
CDY21P				
ZMYM5-AS1				
MSK34				
CDH16	ENST00000299752	ENST00000299752	ENST00000299752	ENST00000299752
HASPIN				
LINC01887				
OR7E89P	ENSG00000243792	ENSG00000243792	ENSG00000243792	ENSG00000243792
RRM1-AS1	ENSG00000255276	ENSG00000255276	ENSG00000255276	ENSG00000255276
FEM1AP2	ENSG00000265296	ENSG00000265296	ENSG00000265296	ENSG00000265296
KLC3	ENST00000391946	ENST00000391946	ENST00000391946	ENST00000391946
GPR183	ENSG00000169508	ENSG00000169508	ENST00000376414	ENST00000376414
FSCN2	ENST00000581300	ENST00000581300	ENST00000417245	ENST00000417245
ZNF765	ENST00000396408	ENST00000396408	ENST00000396408	ENST00000396408
OR10G2	ENSG00000255582	ENSG00000255582	ENST00000542433	ENST00000542433
ADRBK2	ENST00000324198	ENST00000324198	ENST00000324198	ENST00000324198
RBMY2QP	ENST00000429799	ENST00000429799	ENST00000429799	ENST00000429799
TRA-TGC3-1				
GNAI1	ENST00000351004	ENST00000351004	ENST00000351004	ENST00000351004
IL12B	ENSG00000113302	ENSG00000113302	ENST00000231228	ENST00000231228
RNU6-46P	ENSG00000206587	ENSG00000206587	ENSG00000206587	ENSG00000206587
MIR610	ENSG00000207874	ENSG00000207874	ENSG00000207874	ENSG00000207874
TUBB4BP6	ENSG00000231166	ENSG00000231166	ENSG00000231166	ENSG00000231166
C15orf65	ENST00000569691	ENST00000569691	ENST00000569691	ENST00000569691
RNU6-1178P	ENSG00000252483	ENSG00000252483	ENSG00000252483	ENSG00000252483
JAKMIP2	ENST00000265272	ENST00000265272	ENST00000265272	ENST00000265272
OR4U1P	ENSG00000258899	ENSG00000258899	ENSG00000258899	ENSG00000258899
PRNP	ENST00000379440	ENST00000379440	ENST00000379440	ENST00000379440
C21orf40				
ELOCP16				
LEPREL4	ENST00000355468	ENST00000355468	ENST00000355468	ENST00000355468
RNY4P25	ENSG00000238711	ENSG00000238711	ENSG00000238711	ENSG00000238711
RPS26P3	ENST00000540822	ENST00000540822	ENST00000540822	ENST00000540822
C17orf15				
CEACAM1	ENST00000161559	ENST00000161559	ENST00000161559	ENST00000161559
EPHX3	ENST00000221730	ENST00000221730	ENST00000221730	ENST00000221730
KCNC4-AS1	ENSG00000224965	ENSG00000224965	ENSG00000224965	ENSG00000224965
RN7SL844P	ENSG00000243745	ENSG00000243745	ENSG00000243745	ENSG00000243745
ADAM20P3	ENSG00000249162	ENSG00000249162	ENSG00000249162	ENSG00000249162
PQLC2L			ENST00000449199	ENST00000449199
RNA5SP129	ENSG00000222208	ENSG00000222208	ENSG00000222208	ENSG00000222208
C7orf26	ENST00000344417	ENST00000344417	ENST00000344417	ENST00000344417
VPS54	ENST00000272322	ENST00000272322	ENST00000272322	ENST00000272322
C10orf90	ENST00000284694	ENST00000284694	ENST00000284694	ENST00000284694
SNX27	ENST00000368843	ENST00000368843	ENST00000458013	ENST00000458013
RN7SKP216	ENSG00000222982	ENSG00000222982	ENSG00000222982	ENSG00000222982
RPS3P7	ENSG00000243101	ENSG00000243101	ENSG00000243101	ENSG00000243101
LURAP1L-AS1				
NCAN	ENST00000252575	ENST00000252575	ENST00000252575	ENST00000252575
SMR3A	ENSG00000109208	ENSG00000109208	ENST00000226460	ENST00000226460
CRYL1	ENST00000298248	ENST00000298248	ENST00000298248	ENST00000298248
MYC	ENST00000377970	ENST00000377970	ENST00000377970	ENST00000377970
PRELID2	ENST00000334744	ENST00000334744	ENST00000334744	ENST00000334744
DBIP2	ENSG00000251366	ENSG00000251366	ENSG00000251366	ENSG00000251366
ALOX15B	ENST00000380183	ENST00000380183	ENST00000380183	ENST00000380183
COL15A1	ENST00000375001	ENST00000375001	ENST00000375001	ENST00000375001
RN7SL374P	ENSG00000263633	ENSG00000263633	ENSG00000263633	ENSG00000263633
SPG41				
RNU2-34P	ENSG00000252343	ENSG00000252343	ENSG00000252343	ENSG00000252343
BANCR				
KMT5B			ENST00000304363	ENST00000304363
TREML2	ENSG00000112195	ENSG00000112195	ENST00000483722	ENST00000483722
IKZF4	ENST00000262032	ENST00000262032	ENST00000262032	ENST00000262032
IMPDH1P2				
HDAC4	ENST00000345617	ENST00000345617	ENST00000345617	ENST00000345617
DVL1P1				
PPP4R1L	ENST00000493688	ENST00000493688	ENST00000493688	ENST00000493688
TRPS1	ENST00000395715	ENST00000395715	ENST00000220888	ENST00000220888
NPR3	ENST00000265074	ENST00000265074	ENST00000265074	ENST00000265074
FOLH1B	ENST00000525540	ENST00000525540	ENST00000525540	ENST00000525540
TCERG1	ENST00000296702	ENST00000296702	ENST00000296702	ENST00000296702
DNAJC27-AS1	ENST00000434897	ENST00000434897	ENST00000434897	ENST00000434897
IGHV3-65	ENST00000604374	ENST00000604374	ENST00000604374	ENST00000604374
RPL31P41	ENSG00000239261	ENSG00000239261	ENSG00000239261	ENSG00000239261
FAP	ENST00000188790	ENST00000188790	ENST00000188790	ENST00000188790
PUAB1				
TRIM80P				
MARCH5	ENST00000358935	ENST00000358935	ENST00000358935	ENST00000358935
PLUT				
FOXA2	ENST00000419308	ENST00000419308	ENST00000377115	ENST00000377115
HIST1H2BC	ENST00000314332	ENST00000314332	ENST00000314332	ENST00000314332
HEPN1	ENSG00000221932	ENSG00000221932	ENST00000408930	ENST00000408930
C18orf8	ENST00000269221	ENST00000269221	ENST00000269221	ENST00000269221
PIRC55				
ED#				
RAET1F				
CCNYL3	ENST00000566504	ENST00000566504	ENST00000566504	ENST00000566504
C16orf89	ENST00000315997	ENST00000315997	ENST00000315997	ENST00000315997
MTND1P9	ENSG00000228995	ENSG00000228995	ENSG00000228995	ENSG00000228995
RN7SKP196	ENSG00000252076	ENSG00000252076	ENSG00000252076	ENSG00000252076
CCDC58	ENST00000291458	ENST00000291458	ENST00000291458	ENST00000291458
GGN	ENST00000334928	ENST00000334928	ENST00000334928	ENST00000334928
C15orf61	ENST00000342683	ENST00000342683	ENST00000342683	ENST00000342683
FSCN1P1				
MAGEA4	ENST00000360243	ENST00000360243	ENST00000276344	ENST00000276344
THEM4	ENST00000368814	ENST00000368814	ENST00000368814	ENST00000368814
RPL12P25				
MIR92B	ENSG00000271748	ENSG00000271748	ENSG00000271748	ENSG00000271748
RNA5SP516	ENSG00000201000	ENSG00000201000	ENSG00000201000	ENSG00000201000
MIR4475	ENSG00000266255	ENSG00000266255	ENSG00000266255	ENSG00000266255
ENPP7P1	ENSG00000249188	ENSG00000249188	ENSG00000249188	ENSG00000249188
RNU6-1272P	ENSG00000199646	ENSG00000199646	ENSG00000199646	ENSG00000199646
ANKRD20A19P	ENST00000442969	ENST00000442969	ENST00000442969	ENST00000442969
MIR7854				
LINC01938				
HMBS	ENST00000570821	ENST00000570821	ENST00000278715	ENST00000278715
TTC9	ENSG00000133985	ENSG00000133985	ENST00000256367	ENST00000256367
FUNDC1	ENST00000378045	ENST00000378045	ENST00000378045	ENST00000378045
RNU6-1041P	ENSG00000252063	ENSG00000252063	ENSG00000252063	ENSG00000252063
RPLP1P4				
ODF3L2	ENST00000315489	ENST00000315489	ENST00000315489	ENST00000315489
MIR4484	ENSG00000265092	ENSG00000265092	ENSG00000265092	ENSG00000265092
PRAMEF29P				
LINC01627				
UBTFL4				
TSPAN13	ENST00000262067	ENST00000262067	ENST00000262067	ENST00000262067
LINC02503				
NMTRL-TAA6-1				
OR10Z1	ENSG00000198967	ENSG00000198967	ENST00000361284	ENST00000361284
AAAS	ENST00000209873	ENST00000209873	ENST00000209873	ENST00000209873
MIR8078				
KRTAP4-1	ENSG00000198443	ENSG00000198443	ENST00000398472	ENST00000398472
C16orf97	ENST00000562818	ENST00000562818	ENST00000562818	ENST00000562818
PAQR9	ENST00000340634	ENST00000340634	ENST00000340634	ENST00000340634
METTL2B	ENST00000262432	ENST00000262432	ENST00000262432	ENST00000262432
SLC25A5P6	ENSG00000213332	ENSG00000213332	ENSG00000213332	ENSG00000213332
PRYP4	ENST00000306589	ENST00000306589	ENST00000306589	ENST00000306589
ZNF581	ENST00000587252	ENST00000587252	ENST00000270451	ENST00000270451
DEFB126	ENST00000382398	ENST00000382398	ENST00000382398	ENST00000382398
BCR	ENST00000305877	ENST00000305877	ENST00000305877	ENST00000305877
HSPE1P8	ENSG00000217897	ENSG00000217897	ENSG00000217897	ENSG00000217897
BMIQ1				
RNU6-1281P	ENSG00000252032	ENSG00000252032	ENSG00000252032	ENSG00000252032
FLYWCH1P1	ENSG00000239516	ENSG00000239516	ENSG00000239516	ENSG00000239516
VN1R102P				
ADAMTSL4-AS1	ENSG00000203804	ENSG00000203804	ENSG00000203804	ENSG00000203804
CRYGP2				
RNA5SP182	ENSG00000251873	ENSG00000251873	ENSG00000251873	ENSG00000251873
ALS2CR12	ENST00000405148	ENST00000405148	ENST00000286190	ENST00000286190
RN7SL74P	ENSG00000265260	ENSG00000265260	ENSG00000265260	ENSG00000265260
RNVU1-11	ENST00000579215	ENST00000579215	ENST00000579215	ENST00000579215
RAVER2	ENST00000371072	ENST00000371072	ENST00000294428	ENST00000294428
NALCN-AS1	ENSG00000233009	ENSG00000233009	ENSG00000233009	ENSG00000233009
RN7SL765P	ENSG00000266455	ENSG00000266455	ENSG00000266455	ENSG00000266455
SNX18P21				
RPL37P18				
BTG4P1				
HDAC10	ENST00000216271	ENST00000216271	ENST00000216271	ENST00000216271
FBN3	ENST00000600128	ENST00000600128	ENST00000270509	ENST00000270509
FRA1E				
OARD1	ENST00000479950	ENST00000479950	ENST00000424266	ENST00000424266
KRT41P	ENSG00000225438	ENSG00000225438	ENSG00000225438	ENSG00000225438
ERI2	ENST00000357967	ENST00000357967	ENST00000357967	ENST00000357967
DLGAP1-AS5	ENST00000565811	ENST00000565811	ENST00000565811	ENST00000565811
CSN1S1	ENST00000246891	ENST00000246891	ENST00000246891	ENST00000246891
PIRC37				
ZNF184	ENST00000211936	ENST00000211936	ENST00000211936	ENST00000211936
RN7SL30P	ENSG00000243845	ENSG00000243845	ENSG00000243845	ENSG00000243845
SRSF1	ENST00000258962	ENST00000258962	ENST00000258962	ENST00000258962
MTND2P25	ENSG00000228182	ENSG00000228182	ENSG00000228182	ENSG00000228182
LINC00866	ENSG00000227356	ENSG00000227356	ENSG00000227356	ENSG00000227356
GAGE12G	ENST00000601798	ENST00000601798	ENST00000445148	ENST00000445148
IGLVVI-22-1	ENSG00000253546	ENSG00000253546	ENSG00000253546	ENSG00000253546
GDPD4	ENST00000315938	ENST00000315938	ENST00000376217	ENST00000376217
WDFY3-AS2	ENST00000451762	ENST00000451762	ENST00000451762	ENST00000451762
FTH1P13				
GTF2IP4				
RTN1	ENST00000267484	ENST00000267484	ENST00000267484	ENST00000267484
RNU7-116P	ENSG00000252749	ENSG00000252749	ENSG00000252749	ENSG00000252749
DSTN	ENST00000246069	ENST00000246069	ENST00000246069	ENST00000246069
PTMA	ENST00000341369	ENST00000341369	ENST00000341369	ENST00000341369
RNU6-1078P	ENSG00000201392	ENSG00000201392	ENSG00000201392	ENSG00000201392
